"tax_td","condition","patient_id","abundance"
"g__Spirosoma;s__Spirosoma linguale","a","78",2
"g__Spirosoma;s__Spirosoma linguale","a","89",2
"g__Spirosoma;s__Spirosoma linguale","a","101",2
"g__Spirosoma;s__Spirosoma linguale","a","114",1
"g__Spirosoma;s__Spirosoma linguale","a","142",1
"g__Spirosoma;s__Spirosoma linguale","a","165",1
"g__Spirosoma;s__Spirosoma panaciterrae","a","3",1
"g__Spirosoma;s__Spirosoma panaciterrae","a","31",2
"g__Spirosoma;s__Spirosoma radiotolerans","a","51",2
"g__Spirosoma;s__Spirosoma radiotolerans","a","73",1
"g__Flexithrix;s__Flexithrix dorotheae","a","6",2
"g__Flexithrix;s__Flexithrix dorotheae","a","9",1
"g__Flexithrix;s__Flexithrix dorotheae","a","53",2
"g__Flexithrix;s__Flexithrix dorotheae","a","54",1
"g__Flexithrix;s__Flexithrix dorotheae","a","59",1
"g__Flexithrix;s__Flexithrix dorotheae","a","68",1
"g__Flexithrix;s__Flexithrix dorotheae","a","69",1
"g__Flexithrix;s__Flexithrix dorotheae","a","71",2
"g__Flexithrix;s__Flexithrix dorotheae","a","87",1
"g__Flexithrix;s__Flexithrix dorotheae","a","89",1
"g__Flexithrix;s__Flexithrix dorotheae","a","93",2
"g__Flexithrix;s__Flexithrix dorotheae","a","164",2
"g__Flexithrix;s__Flexithrix dorotheae","a","165",1
"g__Nafulsella;s__Nafulsella turpanensis","a","9",1
"g__Nafulsella;s__Nafulsella turpanensis","a","52",1
"g__Nafulsella;s__Nafulsella turpanensis","a","71",1
"g__Nafulsella;s__Nafulsella turpanensis","a","93",1
"g__Nafulsella;s__Nafulsella turpanensis","a","115",1
"g__Hymenobacter;s__Hymenobacter psychrophilus","a","164",1
"g__Hymenobacter;s__Hymenobacter psychrophilus","a","165",1
"g__Hymenobacter;s__Hymenobacter sp. MIMtkLc17","a","59",1
"g__Hymenobacter;s__Hymenobacter sp. MIMtkLc17","a","101",2
"g__Hymenobacter;s__Hymenobacter sp. MIMtkLc17","a","142",2
"g__Hymenobacter;s__Hymenobacter sp. PAMC 26554","a","53",1
"g__Hymenobacter;s__Hymenobacter sp. PAMC 26554","a","101",2
"g__Hymenobacter;s__Hymenobacter sp. PAMC 26554","a","142",2
"g__Hymenobacter;s__Hymenobacter sp. PAMC 26554","a","165",1
"g__Pontibacter;s__Pontibacter sp. BAB1700","a","9",1
"g__Pontibacter;s__Pontibacter sp. BAB1700","a","31",1
"g__Pontibacter;s__Pontibacter sp. BAB1700","a","52",1
"g__Pontibacter;s__Pontibacter sp. BAB1700","a","53",1
"g__Pontibacter;s__Pontibacter sp. BAB1700","a","54",1
"g__Pontibacter;s__Pontibacter sp. BAB1700","a","68",1
"g__Pontibacter;s__Pontibacter sp. BAB1700","a","69",1
"g__Pontibacter;s__Pontibacter sp. BAB1700","a","71",1
"g__Pontibacter;s__Pontibacter sp. BAB1700","a","73",1
"g__Pontibacter;s__Pontibacter sp. BAB1700","a","78",1
"g__Pontibacter;s__Pontibacter sp. BAB1700","a","89",1
"g__Pontibacter;s__Pontibacter sp. BAB1700","a","109",1
"g__Pontibacter;s__Pontibacter sp. BAB1700","a","113",1
"g__Pontibacter;s__Pontibacter sp. BAB1700","a","114",1
"g__Pontibacter;s__Pontibacter sp. BAB1700","a","149",1
"g__Pontibacter;s__Pontibacter sp. BAB1700","a","164",1
"g__Pontibacter;s__Pontibacter sp. BAB1700","a","165",1
"g__Persicobacter;s__Persicobacter sp. JZB09","a","3",1
"g__Persicobacter;s__Persicobacter sp. JZB09","a","5",1
"g__Persicobacter;s__Persicobacter sp. JZB09","a","51",1
"g__Persicobacter;s__Persicobacter sp. JZB09","a","69",1
"g__Persicobacter;s__Persicobacter sp. JZB09","a","76",1
"g__Persicobacter;s__Persicobacter sp. JZB09","a","144",1
"g__Persicobacter;s__Persicobacter sp. JZB09","a","164",2
"g__Persicobacter;s__Persicobacter sp. JZB09","a","165",1
"g__Thermonema;s__Thermonema rossianum","a","59",1
"g__Thermonema;s__Thermonema rossianum","a","101",2
"g__Thermonema;s__Thermonema rossianum","a","114",1
"g__Thermonema;s__Thermonema rossianum","a","142",1
"g__Crocinitomix;s__Crocinitomix catalasitica","a","53",1
"g__Crocinitomix;s__Crocinitomix catalasitica","a","54",2
"g__Crocinitomix;s__Crocinitomix catalasitica","a","87",1
"g__Crocinitomix;s__Crocinitomix catalasitica","a","89",1
"g__Crocinitomix;s__Crocinitomix catalasitica","a","93",1
"g__Crocinitomix;s__Crocinitomix catalasitica","a","113",1
"g__Owenweeksia;s__Owenweeksia hongkongensis","a","9",1
"g__Owenweeksia;s__Owenweeksia hongkongensis","a","93",1
"g__Owenweeksia;s__Owenweeksia hongkongensis","a","101",1
"g__Owenweeksia;s__Owenweeksia hongkongensis","a","114",1
"g__Owenweeksia;s__Owenweeksia hongkongensis","a","115",1
"g__Owenweeksia;s__Owenweeksia hongkongensis","a","142",1
"g__Owenweeksia;s__Owenweeksia hongkongensis","a","144",1
"g__Aequorivita;s__Aequorivita viscosa","a","5",1
"g__Aequorivita;s__Aequorivita viscosa","a","6",1
"g__Aequorivita;s__Aequorivita viscosa","a","31",1
"g__Aequorivita;s__Aequorivita viscosa","a","51",1
"g__Aequorivita;s__Aequorivita viscosa","a","54",2
"g__Aequorivita;s__Aequorivita viscosa","a","71",1
"g__Aequorivita;s__Aequorivita viscosa","a","73",1
"g__Aequorivita;s__Aequorivita viscosa","a","76",1
"g__Aequorivita;s__Aequorivita viscosa","a","89",1
"g__Aequorivita;s__Aequorivita viscosa","a","109",1
"g__Aequorivita;s__Aequorivita viscosa","a","113",2
"g__Aequorivita;s__Aequorivita viscosa","a","142",1
"g__Aequorivita;s__Aequorivita viscosa","a","149",1
"g__Aequorivita;s__Aequorivita viscosa","a","164",1
"g__Aequorivita;s__Aequorivita viscosa","a","165",1
"g__Algibacter;s__Algibacter alginolytica","a","3",2
"g__Algibacter;s__Algibacter alginolytica","a","5",2
"g__Algibacter;s__Algibacter alginolytica","a","9",1
"g__Algibacter;s__Algibacter lectus","a","3",2
"g__Algibacter;s__Algibacter lectus","a","5",1
"g__Algibacter;s__Algibacter lectus","a","51",1
"g__Algibacter;s__Algibacter lectus","a","53",1
"g__Algibacter;s__Algibacter lectus","a","67",1
"g__Algibacter;s__Algibacter lectus","a","68",1
"g__Algibacter;s__Algibacter lectus","a","69",1
"g__Algibacter;s__Algibacter lectus","a","71",1
"g__Algibacter;s__Algibacter lectus","a","73",1
"g__Algibacter;s__Algibacter lectus","a","76",1
"g__Algibacter;s__Algibacter lectus","a","113",1
"g__Algibacter;s__Algibacter lectus","a","149",1
"g__Algibacter;s__Algibacter lectus","a","164",1
"g__Algibacter;s__Algibacter lectus","a","165",1
"g__Apibacter;s__Apibacter mensalis","a","9",1
"g__Apibacter;s__Apibacter mensalis","a","51",1
"g__Apibacter;s__Apibacter mensalis","a","54",2
"g__Apibacter;s__Apibacter mensalis","a","59",2
"g__Apibacter;s__Apibacter mensalis","a","68",1
"g__Apibacter;s__Apibacter mensalis","a","69",1
"g__Apibacter;s__Apibacter mensalis","a","73",1
"g__Apibacter;s__Apibacter mensalis","a","76",1
"g__Apibacter;s__Apibacter mensalis","a","78",1
"g__Apibacter;s__Apibacter mensalis","a","101",1
"g__Apibacter;s__Apibacter mensalis","a","109",1
"g__Apibacter;s__Apibacter mensalis","a","114",1
"g__Apibacter;s__Apibacter mensalis","a","142",1
"g__Apibacter;s__Apibacter mensalis","a","144",1
"g__Apibacter;s__Apibacter mensalis","a","149",1
"g__Apibacter;s__Apibacter mensalis","a","164",1
"g__Aquimarina;s__Aquimarina agarilytica","a","78",1
"g__Aquimarina;s__Aquimarina agarilytica","a","115",2
"g__Aquimarina;s__Aquimarina longa","a","31",1
"g__Aquimarina;s__Aquimarina longa","a","52",1
"g__Aquimarina;s__Aquimarina longa","a","67",1
"g__Aquimarina;s__Aquimarina longa","a","71",2
"g__Aquimarina;s__Aquimarina longa","a","87",1
"g__Aquimarina;s__Aquimarina longa","a","113",1
"g__Aquimarina;s__Aquimarina longa","a","114",1
"g__Aquimarina;s__Aquimarina longa","a","115",1
"g__Aquimarina;s__Aquimarina longa","a","165",1
"g__Aquimarina;s__Aquimarina sp. RZW4-3-2","a","3",1
"g__Aquimarina;s__Aquimarina sp. RZW4-3-2","a","31",1
"g__Aquimarina;s__Aquimarina sp. RZW4-3-2","a","52",1
"g__Aquimarina;s__Aquimarina sp. RZW4-3-2","a","53",1
"g__Aquimarina;s__Aquimarina sp. RZW4-3-2","a","59",1
"g__Aquimarina;s__Aquimarina sp. RZW4-3-2","a","67",1
"g__Aquimarina;s__Aquimarina sp. RZW4-3-2","a","68",1
"g__Aquimarina;s__Aquimarina sp. RZW4-3-2","a","69",1
"g__Aquimarina;s__Aquimarina sp. RZW4-3-2","a","73",1
"g__Aquimarina;s__Aquimarina sp. RZW4-3-2","a","78",2
"g__Aquimarina;s__Aquimarina sp. RZW4-3-2","a","87",1
"g__Aquimarina;s__Aquimarina sp. RZW4-3-2","a","89",1
"g__Aquimarina;s__Aquimarina sp. RZW4-3-2","a","93",1
"g__Aquimarina;s__Aquimarina sp. RZW4-3-2","a","109",2
"g__Aquimarina;s__Aquimarina sp. RZW4-3-2","a","113",1
"g__Aquimarina;s__Aquimarina sp. RZW4-3-2","a","114",1
"g__Aquimarina;s__Aquimarina sp. RZW4-3-2","a","142",1
"g__Aquimarina;s__Aquimarina sp. RZW4-3-2","a","149",1
"g__Aquimarina;s__Aquimarina sp. RZW4-3-2","a","165",1
"g__Arenibacter;s__Arenibacter certesii","a","101",1
"g__Arenibacter;s__Arenibacter certesii","a","113",1
"g__Arenibacter;s__Arenibacter certesii","a","142",2
"g__Capnocytophaga;s__Capnocytophaga canimorsus","a","5",2
"g__Capnocytophaga;s__Capnocytophaga canimorsus","a","52",1
"g__Capnocytophaga;s__Capnocytophaga canimorsus","a","54",2
"g__Capnocytophaga;s__Capnocytophaga canimorsus","a","71",1
"g__Capnocytophaga;s__Capnocytophaga canimorsus","a","101",2
"g__Capnocytophaga;s__Capnocytophaga canimorsus","a","144",1
"g__Capnocytophaga;s__Capnocytophaga cynodegmi","a","31",1
"g__Capnocytophaga;s__Capnocytophaga cynodegmi","a","51",2
"g__Capnocytophaga;s__Capnocytophaga cynodegmi","a","52",2
"g__Capnocytophaga;s__Capnocytophaga cynodegmi","a","54",2
"g__Capnocytophaga;s__Capnocytophaga cynodegmi","a","59",2
"g__Capnocytophaga;s__Capnocytophaga cynodegmi","a","71",1
"g__Capnocytophaga;s__Capnocytophaga cynodegmi","a","76",1
"g__Capnocytophaga;s__Capnocytophaga cynodegmi","a","89",1
"g__Capnocytophaga;s__Capnocytophaga cynodegmi","a","93",1
"g__Capnocytophaga;s__Capnocytophaga cynodegmi","a","109",2
"g__Capnocytophaga;s__Capnocytophaga cynodegmi","a","113",1
"g__Capnocytophaga;s__Capnocytophaga cynodegmi","a","114",1
"g__Capnocytophaga;s__Capnocytophaga cynodegmi","a","142",2
"g__Capnocytophaga;s__Capnocytophaga haemolytica","a","3",1
"g__Capnocytophaga;s__Capnocytophaga haemolytica","a","5",2
"g__Capnocytophaga;s__Capnocytophaga haemolytica","a","51",1
"g__Capnocytophaga;s__Capnocytophaga haemolytica","a","52",1
"g__Capnocytophaga;s__Capnocytophaga haemolytica","a","54",1
"g__Capnocytophaga;s__Capnocytophaga haemolytica","a","59",1
"g__Capnocytophaga;s__Capnocytophaga haemolytica","a","101",2
"g__Capnocytophaga;s__Capnocytophaga haemolytica","a","149",1
"g__Capnocytophaga;s__Capnocytophaga haemolytica","a","164",1
"g__Capnocytophaga;s__Capnocytophaga haemolytica","a","165",1
"g__Capnocytophaga;s__Capnocytophaga ochracea","a","5",1
"g__Capnocytophaga;s__Capnocytophaga ochracea","a","31",2
"g__Capnocytophaga;s__Capnocytophaga ochracea","a","53",1
"g__Capnocytophaga;s__Capnocytophaga ochracea","a","68",1
"g__Capnocytophaga;s__Capnocytophaga ochracea","a","69",1
"g__Capnocytophaga;s__Capnocytophaga ochracea","a","71",1
"g__Capnocytophaga;s__Capnocytophaga ochracea","a","78",1
"g__Capnocytophaga;s__Capnocytophaga ochracea","a","87",1
"g__Capnocytophaga;s__Capnocytophaga ochracea","a","101",1
"g__Capnocytophaga;s__Capnocytophaga ochracea","a","109",1
"g__Capnocytophaga;s__Capnocytophaga ochracea","a","113",1
"g__Capnocytophaga;s__Capnocytophaga ochracea","a","114",1
"g__Capnocytophaga;s__Capnocytophaga ochracea","a","115",1
"g__Capnocytophaga;s__Capnocytophaga ochracea","a","142",1
"g__Capnocytophaga;s__Capnocytophaga ochracea","a","149",1
"g__Capnocytophaga;s__Capnocytophaga ochracea","a","165",1
"g__Capnocytophaga;s__Capnocytophaga sp. oral taxon 326","a","9",1
"g__Capnocytophaga;s__Capnocytophaga sp. oral taxon 326","a","53",1
"g__Capnocytophaga;s__Capnocytophaga sp. oral taxon 326","a","69",1
"g__Capnocytophaga;s__Capnocytophaga sp. oral taxon 326","a","71",2
"g__Capnocytophaga;s__Capnocytophaga sp. oral taxon 326","a","73",2
"g__Capnocytophaga;s__Capnocytophaga sp. oral taxon 326","a","93",1
"g__Capnocytophaga;s__Capnocytophaga sp. oral taxon 326","a","101",2
"g__Capnocytophaga;s__Capnocytophaga sp. oral taxon 326","a","142",1
"g__Capnocytophaga;s__Capnocytophaga sp. oral taxon 326","a","149",1
"g__Capnocytophaga;s__Capnocytophaga sp. oral taxon 326","a","165",2
"g__Capnocytophaga;s__Capnocytophaga sp. oral taxon 329","a","9",1
"g__Capnocytophaga;s__Capnocytophaga sp. oral taxon 329","a","53",1
"g__Capnocytophaga;s__Capnocytophaga sp. oral taxon 329","a","67",1
"g__Capnocytophaga;s__Capnocytophaga sp. oral taxon 329","a","76",1
"g__Capnocytophaga;s__Capnocytophaga sp. oral taxon 329","a","78",1
"g__Capnocytophaga;s__Capnocytophaga sp. oral taxon 329","a","113",1
"g__Capnocytophaga;s__Capnocytophaga sp. oral taxon 329","a","114",1
"g__Capnocytophaga;s__Capnocytophaga sp. oral taxon 329","a","165",1
"g__Capnocytophaga;s__Capnocytophaga sp. oral taxon 863","a","59",1
"g__Capnocytophaga;s__Capnocytophaga sp. oral taxon 863","a","87",1
"g__Capnocytophaga;s__Capnocytophaga sp. oral taxon 863","a","93",1
"g__Capnocytophaga;s__Capnocytophaga sp. oral taxon 863","a","142",2
"g__Cellulophaga;s__Cellulophaga baltica","a","5",1
"g__Cellulophaga;s__Cellulophaga baltica","a","71",1
"g__Cellulophaga;s__Cellulophaga baltica","a","87",1
"g__Cellulophaga;s__Cellulophaga baltica","a","101",1
"g__Cellulophaga;s__Cellulophaga baltica","a","114",2
"g__Cellulophaga;s__Cellulophaga baltica","a","115",1
"g__Cellulophaga;s__Cellulophaga baltica","a","149",1
"g__Cellulophaga;s__Cellulophaga baltica","a","164",1
"g__Cellulophaga;s__Cellulophaga baltica","a","165",1
"g__Cellulophaga;s__Cellulophaga geojensis","a","3",1
"g__Cellulophaga;s__Cellulophaga geojensis","a","59",1
"g__Cellulophaga;s__Cellulophaga geojensis","a","67",1
"g__Cellulophaga;s__Cellulophaga geojensis","a","71",1
"g__Cellulophaga;s__Cellulophaga geojensis","a","87",1
"g__Cellulophaga;s__Cellulophaga geojensis","a","89",1
"g__Cellulophaga;s__Cellulophaga geojensis","a","93",2
"g__Cellulophaga;s__Cellulophaga geojensis","a","114",1
"g__Cellulophaga;s__Cellulophaga geojensis","a","142",1
"g__Cellulophaga;s__Cellulophaga geojensis","a","149",1
"g__Cellulophaga;s__Cellulophaga geojensis","a","164",1
"g__Cellulophaga;s__Cellulophaga geojensis","a","165",1
"g__Cellulophaga;s__Cellulophaga sp. E6(2014)","a","5",2
"g__Cellulophaga;s__Cellulophaga sp. E6(2014)","a","114",1
"g__Cellulophaga;s__Cellulophaga sp. E6(2014)","a","115",1
"g__Cellulophaga;s__Cellulophaga sp. E6(2014)","a","142",1
"g__Chryseobacterium;s__Chryseobacterium contaminans","a","31",1
"g__Chryseobacterium;s__Chryseobacterium contaminans","a","59",2
"g__Chryseobacterium;s__Chryseobacterium contaminans","a","76",1
"g__Chryseobacterium;s__Chryseobacterium contaminans","a","89",1
"g__Chryseobacterium;s__Chryseobacterium contaminans","a","149",1
"g__Chryseobacterium;s__Chryseobacterium contaminans","a","165",1
"g__Chryseobacterium;s__Chryseobacterium hominis","a","9",1
"g__Chryseobacterium;s__Chryseobacterium hominis","a","53",1
"g__Chryseobacterium;s__Chryseobacterium hominis","a","54",1
"g__Chryseobacterium;s__Chryseobacterium hungaricum","a","3",1
"g__Chryseobacterium;s__Chryseobacterium hungaricum","a","71",1
"g__Chryseobacterium;s__Chryseobacterium jeonii","a","76",1
"g__Chryseobacterium;s__Chryseobacterium jeonii","a","101",1
"g__Chryseobacterium;s__Chryseobacterium sp. IHB B 17019","a","59",2
"g__Chryseobacterium;s__Chryseobacterium sp. IHB B 17019","a","144",2
"g__Chryseobacterium;s__Chryseobacterium sp. Leaf394","a","52",2
"g__Chryseobacterium;s__Chryseobacterium sp. Leaf394","a","53",1
"g__Chryseobacterium;s__Chryseobacterium sp. Leaf394","a","59",1
"g__Chryseobacterium;s__Chryseobacterium sp. Leaf394","a","78",1
"g__Chryseobacterium;s__Chryseobacterium sp. Leaf394","a","101",1
"g__Chryseobacterium;s__Chryseobacterium sp. Leaf394","a","142",1
"g__Chryseobacterium;s__Chryseobacterium sp. Leaf394","a","144",1
"g__Chryseobacterium;s__Chryseobacterium sp. Leaf394","a","149",1
"g__Chryseobacterium;s__Chryseobacterium sp. YR485","a","59",2
"g__Chryseobacterium;s__Chryseobacterium sp. YR561","a","59",1
"g__Chryseobacterium;s__Chryseobacterium sp. YR561","a","89",1
"g__Chryseobacterium;s__Chryseobacterium sp. YR561","a","93",1
"g__Chryseobacterium;s__Chryseobacterium sp. YR561","a","149",1
"g__Chryseobacterium;s__Chryseobacterium sp. YR561","a","165",2
"g__Elizabethkingia;s__Elizabethkingia miricola","a","9",1
"g__Elizabethkingia;s__Elizabethkingia miricola","a","89",1
"g__Elizabethkingia;s__Elizabethkingia miricola","a","142",1
"g__Elizabethkingia;s__Elizabethkingia miricola","a","144",2
"g__Elizabethkingia;s__Elizabethkingia miricola","a","149",1
"g__Empedobacter;s__Empedobacter falsenii","a","31",1
"g__Empedobacter;s__Empedobacter falsenii","a","51",2
"g__Empedobacter;s__Empedobacter falsenii","a","53",1
"g__Empedobacter;s__Empedobacter falsenii","a","54",1
"g__Empedobacter;s__Empedobacter falsenii","a","59",1
"g__Empedobacter;s__Empedobacter falsenii","a","68",1
"g__Empedobacter;s__Empedobacter falsenii","a","69",2
"g__Empedobacter;s__Empedobacter falsenii","a","76",1
"g__Empedobacter;s__Empedobacter falsenii","a","89",1
"g__Empedobacter;s__Empedobacter falsenii","a","93",1
"g__Empedobacter;s__Empedobacter falsenii","a","109",1
"g__Empedobacter;s__Empedobacter falsenii","a","113",1
"g__Empedobacter;s__Empedobacter falsenii","a","149",1
"g__Empedobacter;s__Empedobacter falsenii","a","164",1
"g__Epilithonimonas;s__Epilithonimonas lactis","a","5",1
"g__Epilithonimonas;s__Epilithonimonas lactis","a","6",1
"g__Epilithonimonas;s__Epilithonimonas lactis","a","52",1
"g__Epilithonimonas;s__Epilithonimonas lactis","a","53",1
"g__Epilithonimonas;s__Epilithonimonas lactis","a","59",2
"g__Epilithonimonas;s__Epilithonimonas lactis","a","71",1
"g__Epilithonimonas;s__Epilithonimonas lactis","a","76",1
"g__Epilithonimonas;s__Epilithonimonas lactis","a","109",2
"g__Epilithonimonas;s__Epilithonimonas lactis","a","113",1
"g__Epilithonimonas;s__Epilithonimonas lactis","a","149",1
"g__Flavobacterium;s__Flavobacterium akiainvivens","a","73",1
"g__Flavobacterium;s__Flavobacterium akiainvivens","a","89",1
"g__Flavobacterium;s__Flavobacterium akiainvivens","a","101",1
"g__Flavobacterium;s__Flavobacterium akiainvivens","a","114",1
"g__Flavobacterium;s__Flavobacterium akiainvivens","a","115",2
"g__Flavobacterium;s__Flavobacterium akiainvivens","a","144",1
"g__Flavobacterium;s__Flavobacterium aquatile","a","9",2
"g__Flavobacterium;s__Flavobacterium aquatile","a","69",1
"g__Flavobacterium;s__Flavobacterium aquatile","a","73",2
"g__Flavobacterium;s__Flavobacterium aquatile","a","87",2
"g__Flavobacterium;s__Flavobacterium aquatile","a","113",1
"g__Flavobacterium;s__Flavobacterium aquatile","a","114",2
"g__Flavobacterium;s__Flavobacterium aquatile","a","144",2
"g__Flavobacterium;s__Flavobacterium aquatile","a","149",2
"g__Flavobacterium;s__Flavobacterium beibuense","a","6",1
"g__Flavobacterium;s__Flavobacterium beibuense","a","9",1
"g__Flavobacterium;s__Flavobacterium beibuense","a","69",1
"g__Flavobacterium;s__Flavobacterium beibuense","a","71",1
"g__Flavobacterium;s__Flavobacterium beibuense","a","76",1
"g__Flavobacterium;s__Flavobacterium beibuense","a","101",2
"g__Flavobacterium;s__Flavobacterium beibuense","a","142",1
"g__Flavobacterium;s__Flavobacterium beibuense","a","144",1
"g__Flavobacterium;s__Flavobacterium beibuense","a","165",1
"g__Flavobacterium;s__Flavobacterium chungangense","a","5",1
"g__Flavobacterium;s__Flavobacterium chungangense","a","9",1
"g__Flavobacterium;s__Flavobacterium chungangense","a","51",1
"g__Flavobacterium;s__Flavobacterium chungangense","a","54",1
"g__Flavobacterium;s__Flavobacterium chungangense","a","59",2
"g__Flavobacterium;s__Flavobacterium chungangense","a","68",1
"g__Flavobacterium;s__Flavobacterium chungangense","a","78",1
"g__Flavobacterium;s__Flavobacterium chungangense","a","101",1
"g__Flavobacterium;s__Flavobacterium chungangense","a","113",1
"g__Flavobacterium;s__Flavobacterium chungangense","a","144",1
"g__Flavobacterium;s__Flavobacterium chungangense","a","164",1
"g__Flavobacterium;s__Flavobacterium gelidilacus","a","71",2
"g__Flavobacterium;s__Flavobacterium gelidilacus","a","114",1
"g__Flavobacterium;s__Flavobacterium gelidilacus","a","164",1
"g__Flavobacterium;s__Flavobacterium gilvum","a","53",1
"g__Flavobacterium;s__Flavobacterium gilvum","a","69",1
"g__Flavobacterium;s__Flavobacterium gilvum","a","71",1
"g__Flavobacterium;s__Flavobacterium gilvum","a","73",1
"g__Flavobacterium;s__Flavobacterium gilvum","a","101",1
"g__Flavobacterium;s__Flavobacterium gilvum","a","113",1
"g__Flavobacterium;s__Flavobacterium gilvum","a","114",1
"g__Flavobacterium;s__Flavobacterium gilvum","a","142",1
"g__Flavobacterium;s__Flavobacterium gilvum","a","149",1
"g__Flavobacterium;s__Flavobacterium hibernum","a","9",2
"g__Flavobacterium;s__Flavobacterium hibernum","a","52",1
"g__Flavobacterium;s__Flavobacterium hibernum","a","101",1
"g__Flavobacterium;s__Flavobacterium hibernum","a","115",1
"g__Flavobacterium;s__Flavobacterium hibernum","a","164",1
"g__Flavobacterium;s__Flavobacterium johnsoniae","a","3",1
"g__Flavobacterium;s__Flavobacterium johnsoniae","a","5",1
"g__Flavobacterium;s__Flavobacterium johnsoniae","a","6",1
"g__Flavobacterium;s__Flavobacterium johnsoniae","a","31",1
"g__Flavobacterium;s__Flavobacterium johnsoniae","a","71",1
"g__Flavobacterium;s__Flavobacterium johnsoniae","a","78",1
"g__Flavobacterium;s__Flavobacterium johnsoniae","a","89",1
"g__Flavobacterium;s__Flavobacterium johnsoniae","a","101",1
"g__Flavobacterium;s__Flavobacterium johnsoniae","a","114",1
"g__Flavobacterium;s__Flavobacterium johnsoniae","a","142",2
"g__Flavobacterium;s__Flavobacterium johnsoniae","a","164",1
"g__Flavobacterium;s__Flavobacterium noncentrifugens","a","5",1
"g__Flavobacterium;s__Flavobacterium noncentrifugens","a","6",1
"g__Flavobacterium;s__Flavobacterium noncentrifugens","a","51",1
"g__Flavobacterium;s__Flavobacterium noncentrifugens","a","52",1
"g__Flavobacterium;s__Flavobacterium noncentrifugens","a","53",1
"g__Flavobacterium;s__Flavobacterium noncentrifugens","a","54",1
"g__Flavobacterium;s__Flavobacterium noncentrifugens","a","59",1
"g__Flavobacterium;s__Flavobacterium noncentrifugens","a","69",1
"g__Flavobacterium;s__Flavobacterium noncentrifugens","a","71",1
"g__Flavobacterium;s__Flavobacterium noncentrifugens","a","87",1
"g__Flavobacterium;s__Flavobacterium noncentrifugens","a","109",2
"g__Flavobacterium;s__Flavobacterium noncentrifugens","a","113",2
"g__Flavobacterium;s__Flavobacterium noncentrifugens","a","149",1
"g__Flavobacterium;s__Flavobacterium omnivorum","a","9",1
"g__Flavobacterium;s__Flavobacterium omnivorum","a","51",1
"g__Flavobacterium;s__Flavobacterium omnivorum","a","52",1
"g__Flavobacterium;s__Flavobacterium omnivorum","a","59",1
"g__Flavobacterium;s__Flavobacterium omnivorum","a","69",1
"g__Flavobacterium;s__Flavobacterium omnivorum","a","71",1
"g__Flavobacterium;s__Flavobacterium omnivorum","a","76",1
"g__Flavobacterium;s__Flavobacterium omnivorum","a","87",1
"g__Flavobacterium;s__Flavobacterium omnivorum","a","89",1
"g__Flavobacterium;s__Flavobacterium omnivorum","a","109",2
"g__Flavobacterium;s__Flavobacterium omnivorum","a","113",1
"g__Flavobacterium;s__Flavobacterium omnivorum","a","114",1
"g__Flavobacterium;s__Flavobacterium omnivorum","a","149",1
"g__Flavobacterium;s__Flavobacterium omnivorum","a","164",2
"g__Flavobacterium;s__Flavobacterium piscis","a","9",1
"g__Flavobacterium;s__Flavobacterium piscis","a","52",1
"g__Flavobacterium;s__Flavobacterium piscis","a","59",1
"g__Flavobacterium;s__Flavobacterium piscis","a","101",1
"g__Flavobacterium;s__Flavobacterium piscis","a","142",1
"g__Flavobacterium;s__Flavobacterium piscis","a","144",1
"g__Flavobacterium;s__Flavobacterium sinopsychrotolerans","a","3",2
"g__Flavobacterium;s__Flavobacterium sinopsychrotolerans","a","164",1
"g__Flavobacterium;s__Flavobacterium sp. 316","a","3",1
"g__Flavobacterium;s__Flavobacterium sp. 316","a","59",1
"g__Flavobacterium;s__Flavobacterium sp. 316","a","67",2
"g__Flavobacterium;s__Flavobacterium sp. 316","a","114",1
"g__Flavobacterium;s__Flavobacterium sp. AED","a","31",1
"g__Flavobacterium;s__Flavobacterium sp. AED","a","53",1
"g__Flavobacterium;s__Flavobacterium sp. AED","a","69",1
"g__Flavobacterium;s__Flavobacterium sp. AED","a","71",1
"g__Flavobacterium;s__Flavobacterium sp. AED","a","93",1
"g__Flavobacterium;s__Flavobacterium sp. AED","a","114",1
"g__Flavobacterium;s__Flavobacterium sp. AED","a","165",1
"g__Flavobacterium;s__Flavobacterium sp. B17","a","73",1
"g__Flavobacterium;s__Flavobacterium sp. B17","a","114",2
"g__Flavobacterium;s__Flavobacterium sp. CF136","a","31",1
"g__Flavobacterium;s__Flavobacterium sp. CF136","a","51",2
"g__Flavobacterium;s__Flavobacterium sp. CF136","a","52",1
"g__Flavobacterium;s__Flavobacterium sp. CF136","a","53",1
"g__Flavobacterium;s__Flavobacterium sp. CF136","a","69",1
"g__Flavobacterium;s__Flavobacterium sp. CF136","a","76",1
"g__Flavobacterium;s__Flavobacterium sp. CF136","a","78",1
"g__Flavobacterium;s__Flavobacterium sp. CF136","a","87",2
"g__Flavobacterium;s__Flavobacterium sp. CF136","a","89",1
"g__Flavobacterium;s__Flavobacterium sp. CF136","a","113",2
"g__Flavobacterium;s__Flavobacterium sp. CF136","a","142",1
"g__Flavobacterium;s__Flavobacterium sp. CF136","a","149",2
"g__Flavobacterium;s__Flavobacterium sp. CF136","a","165",2
"g__Flavobacterium;s__Flavobacterium sp. Leaf359","a","59",1
